project_id,company_id,project_name,start_date,completion_date,project_status,automation_type,robots_deployed,budget_usd,annual_savings_usd,roi_percent,department,implementation_partner,country,industry,employee_hours_saved,ai_enabled,cloud_deployment
PRJ013207,CMP03918,Quantum Process Automation,2021-08-26,2023-02-06,Completed,Customer Onboarding,39,69392,36708,52.9,Quality Assurance,McKinsey & Company,Denmark,Education,49027,No,No
PRJ013208,CMP03261,Streamlined Smart Operations,2017-05-18,,Active,Invoice Processing,15,54305,243395,448.2,Invoice Processing,Fujitsu,Malaysia,Real Estate,103448,Yes,No
PRJ013209,CMP01104,Intelligent Intelligent Workflow,2022-06-20,2025-10-27,Planned,Data Extraction & Migration,25,22369,41360,184.9,Customer Service,Zensar Technologies,Thailand,Insurance,109175,No,Yes
PRJ013210,CMP04976,Nova Digital Transformation,2015-09-16,2017-06-28,Completed,Report Generation,47,15375,31042,201.9,Data Management,Aricent,Israel,Chemical & Materials,97960,No,No
PRJ013211,CMP02532,Enterprise Workforce Digitization,2020-12-28,,Active,Order Processing,8,57164,65795,115.1,Payroll,Virtusa,United States,Energy & Utilities,10975,Yes,No
PRJ013212,CMP03556,Next-Gen Process Reengineering,2015-07-26,,Active,Customer Onboarding,25,349910,428989,122.6,Research & Development,Infosys,United States,Healthcare & Pharmaceuticals,21949,No,Yes
PRJ013213,CMP02236,Prism Efficiency Enhancement,2015-09-04,2017-06-19,Completed,Document Processing,37,36241,27905,77.0,Tax,Cognizant,United States,Technology & IT Services,43304,Yes,Yes
PRJ013214,CMP00035,Titan End-to-End Automation,2021-12-01,2022-01-11,Completed,Front Office Automation,30,47605,115346,242.3,Supply Chain & Procurement,Tech Mahindra,Taiwan,Government & Public Sector,133610,Yes,Yes
PRJ013215,CMP00394,Seamless Smart Operations,2023-04-14,,Active,Order Processing,28,153057,106833,69.8,Audit,DXC Technology,Australia,Agriculture & Food Processing,14662,Yes,Yes
PRJ013216,CMP02343,Phantom Hyperautomation,2017-03-13,,Active,Lead Generation,32,99000,133847,135.2,Inventory Management,Teleperformance,Germany,Chemical & Materials,55624,No,Yes
PRJ013217,CMP04109,Prism Efficiency Enhancement,2022-03-20,,Active,Supply Chain Optimization,13,241598,286776,118.7,Facilities Management,Aricent,Canada,Media & Entertainment,25873,Yes,No
PRJ013218,CMP01034,Robust Intelligent Workflow,2022-03-27,,Active,Fraud Detection,4,392014,219919,56.1,Claims Processing,Oracle Consulting,Portugal,Retail & E-Commerce,3395,Yes,No
PRJ013219,CMP00791,Vanguard Smart Operations,2019-06-17,2020-06-04,Completed,Data Extraction & Migration,16,135808,207650,152.9,Payroll,Tata Consultancy Services,Vietnam,Hospitality & Travel,44175,Yes,Yes
PRJ013220,CMP02374,Global Cognitive Automation,2020-11-13,2022-04-26,Completed,Order Processing,10,52305,130657,249.8,Finance & Accounting,LTI Mindtree,Sweden,Media & Entertainment,20165,Yes,Yes
PRJ013221,CMP01177,Horizon Process Automation,2016-11-07,2018-03-01,Planned,IT Helpdesk,19,74484,134443,180.5,Claims Processing,LTI Mindtree,United States,Construction & Engineering,64242,Yes,Yes
PRJ013222,CMP04807,Vanguard Digital Workforce,2023-04-19,,Active,Supply Chain Optimization,14,91699,73542,80.2,Sales & Marketing,Cognizant,Poland,Chemical & Materials,5112,Yes,No
PRJ013223,CMP01413,Unified Efficiency Enhancement,2019-04-23,2020-10-25,Completed,Financial Reconciliation,13,55027,101910,185.2,Invoice Processing,Capgemini,France,Education,21968,No,Yes
PRJ013224,CMP00215,Titan End-to-End Automation,2019-07-11,,Active,Payroll Automation,38,80733,85899,106.4,Procurement,WNS Global Services,India,Education,19078,No,Yes
PRJ013225,CMP01761,Automated Process Mining,2019-05-10,,Active,Fraud Detection,14,98073,91992,93.8,Customer Service,Cyient,Canada,Technology & IT Services,23521,Yes,Yes
PRJ013226,CMP00879,Digital Bot Operations,2021-02-19,,Active,Lead Generation,2,80619,319896,396.8,Supply Chain & Procurement,KPMG,Ireland,Education,19150,Yes,Yes
PRJ013227,CMP04894,Strategic Process Mining,2019-11-02,2027-09-21,Planned,Process Automation,26,539597,1007967,186.8,Legal & Compliance,HCL Technologies,Spain,Nonprofit & NGO,62014,No,Yes
PRJ013228,CMP01744,Optimized Cognitive Automation,2020-01-12,2028-12-26,Planned,Fraud Detection,19,426513,333533,78.2,Data Management,Maveric Systems,Malaysia,Oil & Gas,23304,No,Yes
PRJ013229,CMP02396,Apex Intelligent Automation,2022-08-30,,Active,Customer Onboarding,25,55880,279400,500.0,KYC & AML Compliance,Capgemini,United Kingdom,Life Sciences,193467,No,No
PRJ013230,CMP04241,Sentinel Task Automation,2021-07-20,2021-11-04,Completed,Regulatory Reporting,41,300879,393248,130.7,Procurement,Cyient,United Arab Emirates,Technology & IT Services,103270,Yes,Yes
PRJ013231,CMP04219,Optimized Intelligent Workflow,2017-05-20,2017-08-01,Completed,Supply Chain Optimization,36,30119,32438,107.7,Invoice Processing,LTI Mindtree,Switzerland,Insurance,89017,Yes,No
PRJ013232,CMP01991,Robust Bot Operations,2023-01-27,,Active,Data Validation,38,321435,478295,148.8,Data Management,Cyient,Ghana,Professional Services & Consulting,36477,Yes,Yes
PRJ013233,CMP03468,Phantom Efficiency Enhancement,2023-05-19,,Active,Compliance Monitoring,39,47733,35417,74.2,Procurement,EY,Israel,Retail & E-Commerce,28030,No,Yes
PRJ013234,CMP01246,Nova Workforce Digitization,2016-10-27,,Active,Email Automation,10,111591,116501,104.4,Human Resources,WNS Global Services,Finland,Retail & E-Commerce,16717,Yes,Yes
PRJ013235,CMP01709,Pinnacle Workflow Automation,2023-09-06,2024-08-29,Completed,Contract Analysis,13,57428,88783,154.6,Customer Service,PwC,Chile,Insurance,16320,Yes,Yes
PRJ013236,CMP00201,Forge Workforce Digitization,2023-08-12,,Active,Fraud Detection,5,84419,200579,237.6,Tax,Accenture,Australia,Aerospace & Defense,14368,No,Yes
PRJ013237,CMP01653,Unified Intelligent Automation,2024-09-30,2025-04-17,Completed,IT Helpdesk,14,26318,29739,113.0,Data Entry,IBM Consulting,United Kingdom,Hospitality & Travel,19925,No,No
PRJ013238,CMP04045,Comprehensive Process Optimization,2024-02-27,,Active,IT Helpdesk,3,355904,474775,133.4,Report Generation,PwC,Germany,Automotive,4086,Yes,Yes
PRJ013239,CMP00175,Accelerated Efficiency Enhancement,2018-01-20,2021-11-10,Planned,Order Processing,15,104475,146056,139.8,Operations,IBM Consulting,United Kingdom,Real Estate,47297,Yes,No
PRJ013240,CMP01291,Agile Process Automation,2018-02-03,2018-11-08,Completed,Report Generation,31,344698,182000,52.8,Payroll,Cognizant,Uruguay,Education,21867,Yes,Yes
PRJ013241,CMP04427,Apex Task Automation,2016-11-22,2017-05-19,Completed,Data Validation,42,76262,115003,150.8,Facilities Management,Maveric Systems,India,Nonprofit & NGO,39018,Yes,Yes
PRJ013242,CMP01678,Strategic Intelligent Workflow,2020-12-19,2021-08-23,Completed,Document Processing,8,28852,44864,155.5,Customer Onboarding,Hexaware Technologies,Belgium,Media & Entertainment,24077,Yes,Yes
PRJ013243,CMP00436,Smart RPA Deployment,2024-10-08,2026-04-22,Completed,Document Processing,20,1161023,4152979,357.7,Sales & Marketing,Hexaware Technologies,Qatar,Professional Services & Consulting,53845,Yes,No
PRJ013244,CMP03040,Titan Operational Excellence,2023-03-06,2024-04-11,Completed,Payroll Automation,11,10000,13190,131.9,Finance & Accounting,KPIT Technologies,Spain,Telecommunications,15705,No,Yes
PRJ013245,CMP00934,Automated Workflow Automation,2020-07-27,,Active,Email Automation,47,348590,280963,80.6,Data Management,Bain & Company,Spain,FMCG & Consumer Goods,40891,Yes,Yes
PRJ013246,CMP03375,Strategic Task Automation,2019-08-08,,Active,Data Extraction & Migration,4,119122,360701,302.8,Risk Management,Genpact,Brazil,Education,10335,Yes,No
PRJ013247,CMP03129,Agile Operational Excellence,2019-04-23,2021-01-29,Completed,Compliance Monitoring,5,171914,85613,49.8,KYC & AML Compliance,Tech Mahindra,Spain,Energy & Utilities,3495,Yes,No
PRJ013248,CMP03748,Agile Task Automation,2020-04-21,2022-01-07,Completed,Process Automation,39,129338,369259,285.5,Research & Development,Infosys,Argentina,Education,181855,No,No
PRJ013249,CMP02571,Automated Process Mining,2015-02-05,,Active,Contract Analysis,17,81399,406995,500.0,IT & Technology,KPMG,Germany,Professional Services & Consulting,175853,No,Yes
PRJ013250,CMP01268,Quantum Intelligent Workflow,2023-08-29,2023-12-05,Completed,Data Validation,26,369534,434571,117.6,IT & Technology,Infosys,Denmark,Healthcare & Pharmaceuticals,64080,Yes,No
PRJ013251,CMP03609,Optimized Process Reengineering,2015-11-23,2018-08-16,Planned,Invoice Processing,41,44209,161893,366.2,Human Resources,Hitachi Consulting,Peru,Real Estate,76036,No,Yes
PRJ013252,CMP00869,Smart Automation Platform,2021-10-31,,Active,Supply Chain Optimization,20,121851,188381,154.6,Customer Service,McKinsey & Company,United Kingdom,Chemical & Materials,56403,Yes,Yes
PRJ013253,CMP00906,Sentinel RPA Deployment,2020-10-14,,Active,HR Onboarding,48,90836,66673,73.4,KYC & AML Compliance,Hitachi Consulting,China,Manufacturing,88025,No,Yes
PRJ013254,CMP00811,Atlas Hyperautomation,2022-05-07,2024-01-11,Completed,Email Automation,29,51433,132645,257.9,Inventory Management,Tata Consultancy Services,China,Life Sciences,30729,Yes,Yes
PRJ013255,CMP03230,Optimized Digital Workforce,2018-05-25,2027-03-05,Planned,Lead Generation,36,108492,119883,110.5,Customer Service,Tech Mahindra,France,Chemical & Materials,86945,No,Yes
PRJ013256,CMP04403,Strategic RPA Deployment,2020-08-07,2022-09-27,Planned,Quality Control,50,24107,46502,192.9,Tax,Boston Consulting Group,India,Real Estate,162486,No,No
PRJ013257,CMP04503,Forge Intelligent Automation,2016-09-07,2017-09-22,Completed,Financial Reconciliation,22,60315,33052,54.8,Operations,Fujitsu,United States,Manufacturing,20557,No,Yes
PRJ013258,CMP03038,Nexus Workflow Automation,2016-11-14,2017-06-16,Completed,Report Generation,24,36711,23495,64.0,Facilities Management,Compunnel,Netherlands,Construction & Engineering,29175,No,Yes
PRJ013259,CMP00357,Prism Workforce Digitization,2024-02-16,2024-08-05,Completed,Front Office Automation,48,142552,107769,75.6,Sales & Marketing,Cognizant,France,Construction & Engineering,48435,Yes,Yes
PRJ013260,CMP04716,Sentinel Operational Excellence,2015-07-07,,Active,Regulatory Reporting,7,309746,106862,34.5,Data Entry,Zensar Technologies,Spain,Life Sciences,2878,No,Yes
PRJ013261,CMP03955,Phantom Bot Operations,2023-01-20,2023-07-21,Completed,Invoice Processing,22,54508,105909,194.3,Risk Management,WNS Global Services,Japan,Government & Public Sector,67400,No,Yes
PRJ013262,CMP01962,Phantom Process Reengineering,2020-09-15,,Active,Financial Reconciliation,30,148891,102585,68.9,Human Resources,EXL Service,United States,Legal Services,17559,Yes,Yes
PRJ013263,CMP01521,Quantum Workflow Automation,2025-01-04,,Active,Back Office Automation,23,18847,31700,168.2,Inventory Management,DXC Technology,Romania,FMCG & Consumer Goods,46552,Yes,Yes
PRJ013264,CMP02439,Phantom Cognitive Automation,2024-06-28,2026-02-17,Completed,Data Extraction & Migration,50,44725,81891,183.1,Quality Assurance,Maveric Systems,Spain,Construction & Engineering,158419,Yes,Yes
PRJ013265,CMP03750,Seamless Process Automation,2018-08-22,,Active,Inventory Management,24,364056,311995,85.7,Human Resources,Birlasoft,China,Insurance,16420,Yes,Yes
PRJ013266,CMP00606,Pinnacle Process Optimization,2019-09-21,2020-07-05,Completed,Front Office Automation,46,54980,108860,198.0,Product Management,Fujitsu,Australia,Banking & Financial Services,160033,No,No
PRJ013267,CMP01139,Global Workforce Digitization,2021-07-03,2022-01-22,Completed,Fraud Detection,50,330545,482595,146.0,Payroll,KPIT Technologies,China,Life Sciences,64464,Yes,Yes
PRJ013268,CMP02054,Unified Cognitive Automation,2017-06-02,2027-08-22,Planned,Payroll Automation,25,95062,73102,76.9,Invoice Processing,Genpact,United States,Agriculture & Food Processing,14775,No,Yes
PRJ013269,CMP04043,Smart Workforce Digitization,2019-12-19,2022-09-30,Planned,Document Processing,15,79632,46505,58.4,Customer Onboarding,EXL Service,Netherlands,Telecommunications,9212,No,Yes
PRJ013270,CMP01311,Intelligent Task Automation,2018-06-04,2019-02-07,Completed,Inventory Management,45,89937,241480,268.5,Invoice Processing,LTI Mindtree,Sweden,Media & Entertainment,91434,Yes,No
PRJ013271,CMP04655,Titan Process Reengineering,2016-12-04,2025-11-19,Planned,Email Automation,1,182332,113228,62.1,Inventory Management,Birlasoft,Belgium,Automotive,1422,Yes,No
PRJ013272,CMP04138,Titan Automation Initiative,2018-04-11,2022-04-11,Planned,Order Processing,6,204342,175938,86.1,Human Resources,Deloitte,South Korea,FMCG & Consumer Goods,1828,No,No
PRJ013273,CMP00065,End-to-End Intelligent Automation,2018-01-10,2019-05-23,Completed,Regulatory Reporting,9,26610,26397,99.2,Healthcare Administration,WNS Global Services,Nigeria,Agriculture & Food Processing,20333,No,No
PRJ013274,CMP02273,Digital Smart Operations,2023-07-29,2027-08-09,Planned,HR Onboarding,43,41111,73958,179.9,Human Resources,LTI Mindtree,Mexico,Education,45276,Yes,No
PRJ013275,CMP01203,Automated Cognitive Automation,2025-07-16,2025-11-08,Completed,Data Validation,42,66410,103400,155.7,Risk Management,Tech Mahindra,Poland,Mining & Metals,92229,Yes,Yes
PRJ013276,CMP01357,Strategic Process Automation,2015-02-27,,Active,Quality Control,27,85979,52791,61.4,IT & Technology,Capgemini,Israel,FMCG & Consumer Goods,34989,No,No
PRJ013277,CMP00093,Robust Efficiency Enhancement,2023-03-25,,Active,IT Helpdesk,43,25120,45216,180.0,Risk Management,SAP Consulting,India,Technology & IT Services,38110,No,No
PRJ013278,CMP02661,Intelligent Workforce Digitization,2019-08-03,2020-04-30,Completed,Customer Onboarding,27,140757,75727,53.8,Invoice Processing,Wipro,United Kingdom,Automotive,34514,No,No
PRJ013279,CMP04486,Robust Workforce Digitization,2018-04-12,2019-10-24,Completed,Financial Reconciliation,13,149892,90234,60.2,Procurement,WNS Global Services,India,Banking & Financial Services,13925,Yes,Yes
PRJ013280,CMP04891,Automated Automation Initiative,2016-11-29,2018-08-10,Completed,Fraud Detection,10,166285,260734,156.8,Claims Processing,Virtusa,Romania,FMCG & Consumer Goods,13258,Yes,Yes
PRJ013281,CMP01187,Streamlined End-to-End Automation,2022-05-26,2023-01-03,Completed,Front Office Automation,28,199253,211407,106.1,Risk Management,Virtusa,Ireland,Hospitality & Travel,16425,Yes,No
PRJ013282,CMP02271,Accelerated Smart Operations,2020-06-25,2020-11-10,Completed,IT Helpdesk,34,56962,23354,41.0,Human Resources,WNS Global Services,South Korea,Manufacturing,8107,No,No
PRJ013283,CMP02953,Horizon RPA Deployment,2019-10-27,2020-05-24,Completed,Financial Reconciliation,14,81543,30904,37.9,Content Moderation,Capgemini,Brazil,Professional Services & Consulting,12479,No,Yes
PRJ013284,CMP01794,Seamless Bot Operations,2016-06-13,2017-09-22,Completed,Financial Reconciliation,24,112346,98976,88.1,Facilities Management,Capgemini,Netherlands,Insurance,47361,No,Yes
PRJ013285,CMP00617,Sentinel Process Optimization,2019-05-25,2020-07-03,Completed,Compliance Monitoring,43,302023,408637,135.3,Customer Service,Cyient,United States,Professional Services & Consulting,61444,No,Yes
PRJ013286,CMP03428,Phantom End-to-End Automation,2016-05-27,2016-11-27,Completed,Front Office Automation,6,234321,596815,254.7,Quality Assurance,Tata Consultancy Services,United States,Nonprofit & NGO,21302,Yes,No
PRJ013287,CMP02251,Apex Efficiency Enhancement,2017-05-04,2018-04-12,Completed,Fraud Detection,43,116949,165248,141.3,Order Processing,Oracle Consulting,Egypt,Retail & E-Commerce,127473,No,Yes
PRJ013288,CMP04537,Next-Gen Smart Operations,2019-07-09,2020-04-02,Completed,Contract Analysis,40,91588,388791,424.5,Content Moderation,Cyient,United States,Nonprofit & NGO,91203,No,No
PRJ013289,CMP00236,Accelerated Efficiency Enhancement,2016-01-19,2021-04-08,Planned,Inventory Management,46,20442,18949,92.7,Finance & Accounting,KPMG,Thailand,Real Estate,26085,Yes,Yes
PRJ013290,CMP02057,Next-Gen Process Reengineering,2015-12-22,2017-02-09,Completed,Contract Analysis,50,134504,100474,74.7,Supply Chain & Procurement,HCL Technologies,Germany,Education,80576,No,No
PRJ013291,CMP00999,Accelerated Process Reengineering,2024-09-02,,Active,Supply Chain Optimization,28,185637,389652,209.9,Healthcare Administration,Oracle Consulting,Germany,Technology & IT Services,103152,No,Yes
PRJ013292,CMP01188,Seamless Process Reengineering,2021-03-13,2022-08-19,Completed,Payroll Automation,13,121465,207462,170.8,Legal & Compliance,Mphasis,United States,Education,23633,Yes,No
PRJ013293,CMP01765,Robust Digital Transformation,2015-06-29,,Active,Email Automation,39,10000,9810,98.1,Customer Onboarding,McKinsey & Company,Vietnam,Energy & Utilities,86172,No,No
PRJ013294,CMP04344,Horizon Process Reengineering,2019-05-30,2020-01-07,Completed,Document Processing,25,42063,109532,260.4,Product Management,Tata Consultancy Services,Netherlands,Technology & IT Services,57162,No,Yes
PRJ013295,CMP00627,Intelligent Process Optimization,2023-02-01,2024-11-10,Completed,Data Extraction & Migration,19,12624,60279,477.5,Content Moderation,Virtusa,Ghana,Agriculture & Food Processing,106392,Yes,Yes
PRJ013296,CMP03581,Atlas Process Mining,2025-12-25,,Active,Contract Analysis,50,53040,90168,170.0,Content Moderation,Boston Consulting Group,Philippines,Education,66477,Yes,Yes
PRJ013297,CMP00133,Sentinel Hyperautomation,2016-05-19,2020-05-14,Planned,Inventory Management,28,114007,50163,44.0,Sales & Marketing,Teleperformance,United States,Aerospace & Defense,5973,Yes,Yes
PRJ013298,CMP03467,Global Process Automation,2017-12-27,,Active,Fraud Detection,5,433048,1335520,308.4,Quality Assurance,Oracle Consulting,United Kingdom,Nonprofit & NGO,6010,No,Yes
PRJ013299,CMP02419,Automated Bot Operations,2017-03-10,2018-02-18,Completed,Customer Onboarding,32,18306,61855,337.9,IT & Technology,SAP Consulting,Morocco,Legal Services,132323,Yes,Yes
PRJ013300,CMP03229,Smart Bot Operations,2024-02-01,,Active,Back Office Automation,40,107767,230836,214.2,Data Management,EY,Australia,Oil & Gas,163616,Yes,Yes
PRJ013301,CMP01827,Pinnacle RPA Deployment,2025-11-02,2026-03-29,Completed,Report Generation,45,200459,909482,453.7,Human Resources,Bain & Company,Poland,Life Sciences,495608,Yes,Yes
PRJ013302,CMP00451,Sentinel Workflow Automation,2015-08-06,,Active,Data Extraction & Migration,1,296441,718572,242.4,Facilities Management,Deloitte,Philippines,Technology & IT Services,4275,No,Yes
PRJ013303,CMP01166,Strategic Cognitive Automation,2019-05-28,2021-01-22,Completed,Inventory Management,11,129473,169350,130.8,Fraud Detection,Hitachi Consulting,United States,Government & Public Sector,15945,Yes,No
PRJ013304,CMP04849,Nova Process Optimization,2023-10-24,2024-10-11,Completed,Supply Chain Optimization,41,162839,208433,128.0,Customer Service,WNS Global Services,South Africa,Hospitality & Travel,82248,No,Yes
PRJ013305,CMP03206,Atlas Efficiency Enhancement,2024-11-03,2025-02-25,Completed,Supply Chain Optimization,12,130090,248601,191.1,Claims Processing,Genpact,United States,Life Sciences,44755,Yes,Yes
PRJ013306,CMP02638,Smart Intelligent Workflow,2024-10-26,2025-09-23,Completed,Customer Support Automation,16,31432,50731,161.4,Data Entry,Tech Mahindra,Belgium,Mining & Metals,29288,Yes,Yes
PRJ013307,CMP04535,Agile Efficiency Enhancement,2015-03-16,2015-09-03,Completed,Process Automation,45,216992,269721,124.3,KYC & AML Compliance,EXL Service,India,Life Sciences,112662,No,Yes
PRJ013308,CMP01992,Nova Cognitive Automation,2024-07-21,2025-05-25,Completed,Invoice Processing,1,83647,83479,99.8,IT & Technology,Tech Mahindra,China,Technology & IT Services,2372,No,Yes
PRJ013309,CMP04844,Agile Workflow Automation,2017-03-04,2019-02-06,Planned,Contract Analysis,14,57325,133051,232.1,Sales & Marketing,Compunnel,China,Legal Services,31946,Yes,Yes
PRJ013310,CMP00958,Apex Intelligent Workflow,2024-04-14,2025-06-20,Completed,Data Extraction & Migration,3,309228,205327,66.4,KYC & AML Compliance,Birlasoft,Japan,Energy & Utilities,2565,Yes,No
PRJ013311,CMP04269,Vanguard Automation Platform,2022-09-04,,Active,Front Office Automation,14,106947,353245,330.3,Inventory Management,Boston Consulting Group,United States,Education,29055,Yes,No
PRJ013312,CMP04993,Digital Smart Operations,2021-12-09,2022-04-05,Completed,Back Office Automation,4,254522,576746,226.6,Tax,DXC Technology,Germany,Telecommunications,18753,No,Yes
PRJ013313,CMP01835,Nexus Automation Platform,2025-05-15,2025-11-02,Completed,Report Generation,42,210341,673301,320.1,Report Generation,LTI Mindtree,France,Retail & E-Commerce,148604,No,Yes
PRJ013314,CMP00557,Apex Workforce Digitization,2023-01-04,2023-04-19,Planned,Order Processing,17,566650,1725449,304.5,Order Processing,Boston Consulting Group,United States,Chemical & Materials,13801,Yes,No
PRJ013315,CMP02901,Hyper Operational Excellence,2023-12-19,2025-04-15,Completed,Front Office Automation,32,193904,969520,500.0,Human Resources,Hexaware Technologies,Vietnam,Technology & IT Services,201064,No,Yes
PRJ013316,CMP03503,Robust Bot Operations,2025-02-14,2026-06-08,Planned,Payroll Automation,20,576400,1344164,233.2,Research & Development,KPIT Technologies,Saudi Arabia,Transportation & Logistics,52545,No,Yes
PRJ013317,CMP04228,Pinnacle Workforce Digitization,2016-08-29,2028-06-07,Planned,Customer Onboarding,49,76019,40670,53.5,Content Moderation,DXC Technology,France,Chemical & Materials,30792,Yes,No
PRJ013318,CMP02291,Hyper Intelligent Workflow,2021-01-29,,Active,Customer Support Automation,47,25603,18613,72.7,Human Resources,SAP Consulting,Taiwan,Telecommunications,48862,No,No
PRJ013319,CMP01476,Seamless Workforce Digitization,2021-08-01,,Active,Email Automation,36,327777,747987,228.2,Payroll,Mphasis,United Kingdom,Technology & IT Services,127163,No,Yes
PRJ013320,CMP01114,Prism Workforce Digitization,2022-04-10,,Active,Email Automation,40,355367,883442,248.6,Invoice Processing,Capgemini,Norway,Oil & Gas,48255,No,No
PRJ013321,CMP01029,Sentinel Automation Initiative,2022-03-14,2023-06-27,Completed,HR Onboarding,8,72968,27071,37.1,Treasury,Zensar Technologies,Argentina,Technology & IT Services,7189,Yes,Yes
PRJ013322,CMP02470,Digital Intelligent Workflow,2023-06-26,2024-08-05,Completed,Customer Onboarding,30,67041,42839,63.9,Operations,EXL Service,Vietnam,FMCG & Consumer Goods,43646,No,No
PRJ013323,CMP00571,Smart Digital Transformation,2017-08-10,,Active,Document Processing,44,172141,520898,302.6,Inventory Management,LTI Mindtree,United States,Agriculture & Food Processing,199936,No,Yes
PRJ013324,CMP04087,Phantom Digital Workforce,2019-07-06,,Active,Data Validation,20,18712,34523,184.5,Supply Chain & Procurement,Hitachi Consulting,Japan,Transportation & Logistics,91734,No,No
PRJ013325,CMP03317,Titan Workforce Digitization,2024-01-11,2024-08-29,Completed,Contract Analysis,35,46124,165446,358.7,Report Generation,Wipro,China,Insurance,206557,Yes,Yes
PRJ013326,CMP03026,Seamless Hyperautomation,2016-12-03,,Active,Contract Analysis,38,118937,138561,116.5,Procurement,Birlasoft,United Kingdom,Life Sciences,21375,No,No
PRJ013327,CMP03263,Enterprise Task Automation,2020-07-23,,Active,Document Processing,28,264524,255530,96.6,Fraud Detection,Birlasoft,United States,Chemical & Materials,9669,No,Yes
PRJ013328,CMP04180,Seamless Task Automation,2024-09-02,2025-11-04,Completed,IT Helpdesk,34,173465,135649,78.2,Legal & Compliance,Tech Mahindra,Singapore,Automotive,14604,No,Yes
PRJ013329,CMP00652,Apex Process Mining,2019-02-19,2019-08-25,Completed,Compliance Monitoring,23,1586904,2645368,166.7,Quality Assurance,Bain & Company,Qatar,Nonprofit & NGO,31067,Yes,Yes
PRJ013330,CMP00981,Forge Automation Platform,2022-06-27,2023-11-23,Completed,HR Onboarding,24,31035,19707,63.5,Inventory Management,NTT Data,Israel,Oil & Gas,26044,No,Yes
PRJ013331,CMP03895,Enterprise Workforce Digitization,2025-01-30,2025-03-04,Completed,Order Processing,5,191108,707099,370.0,Research & Development,KPMG,Colombia,Oil & Gas,41616,Yes,No
PRJ013332,CMP04237,Advanced Efficiency Enhancement,2021-01-01,,Active,Lead Generation,11,145305,310371,213.6,Sales & Marketing,Bain & Company,United States,Construction & Engineering,22786,Yes,Yes
PRJ013333,CMP04435,Agile Workforce Digitization,2016-10-06,,Active,HR Onboarding,3,80696,60844,75.4,Claims Processing,Deloitte,Denmark,Automotive,1152,Yes,Yes
PRJ013334,CMP00171,Accelerated Hyperautomation,2021-02-11,2021-10-27,Completed,IT Helpdesk,40,252949,251937,99.6,Healthcare Administration,PwC,India,Construction & Engineering,97295,No,No
PRJ013335,CMP03943,Accelerated Digital Transformation,2023-09-18,2024-12-10,Completed,Payroll Automation,6,122338,132002,107.9,Risk Management,Cognizant,Australia,Real Estate,11274,Yes,Yes
PRJ013336,CMP04710,Phantom Hyperautomation,2017-07-05,2017-09-08,Completed,Data Validation,13,143565,270907,188.7,Legal & Compliance,Teleperformance,United Kingdom,FMCG & Consumer Goods,42342,Yes,Yes
PRJ013337,CMP02501,Forge End-to-End Automation,2017-12-29,,Active,Lead Generation,2,73785,106102,143.8,Healthcare Administration,HPE,United States,Media & Entertainment,5917,Yes,Yes
PRJ013338,CMP04402,Smart Automation Initiative,2019-11-12,2020-09-20,Completed,Lead Generation,7,57004,212111,372.1,Customer Onboarding,WNS Global Services,Malaysia,Healthcare & Pharmaceuticals,25379,Yes,No
PRJ013339,CMP04695,Strategic Hyperautomation,2015-03-05,2026-11-05,Planned,IT Helpdesk,28,141176,143434,101.6,Finance & Accounting,HCL Technologies,Kenya,Chemical & Materials,55390,Yes,No
PRJ013340,CMP03075,Prism Process Automation,2022-07-22,,Active,Compliance Monitoring,33,307715,224324,72.9,Payroll,McKinsey & Company,United States,Manufacturing,56268,No,Yes
PRJ013341,CMP03566,Accelerated Workforce Digitization,2025-12-26,,Active,Payroll Automation,13,129761,149354,115.1,Legal & Compliance,Hexaware Technologies,Saudi Arabia,Oil & Gas,35906,Yes,Yes
PRJ013342,CMP03574,Advanced Intelligent Workflow,2022-07-26,2022-12-16,Completed,Contract Analysis,26,195278,942802,482.8,Research & Development,Tech Mahindra,Kuwait,Life Sciences,216211,No,No
PRJ013343,CMP01702,End-to-End Automation Initiative,2023-11-02,2027-03-03,Planned,Inventory Management,2,186661,106956,57.3,Product Management,Cyient,Switzerland,FMCG & Consumer Goods,2838,No,No
PRJ013344,CMP01138,Sentinel Intelligent Workflow,2022-03-19,,Active,Document Processing,42,125424,215980,172.2,Data Entry,EY,United States,Insurance,31684,Yes,Yes
PRJ013345,CMP01823,Quantum End-to-End Automation,2020-11-02,2022-05-28,Completed,Front Office Automation,42,29232,35019,119.8,Human Resources,Capgemini,Italy,Real Estate,16065,No,Yes
PRJ013346,CMP00306,Robust Bot Operations,2017-06-25,,Active,Financial Reconciliation,28,126539,172093,136.0,Legal & Compliance,Cyient,United Kingdom,Telecommunications,92005,Yes,No
PRJ013347,CMP00068,Robust Automation Platform,2025-02-23,,Active,Regulatory Reporting,31,89549,203007,226.7,Audit,KPMG,United States,Media & Entertainment,162313,Yes,No
PRJ013348,CMP01094,Robust Digital Workforce,2018-04-09,2018-08-28,Completed,Back Office Automation,33,58825,138591,235.6,Legal & Compliance,EY,Sweden,Real Estate,68334,Yes,Yes
PRJ013349,CMP00683,Titan Process Optimization,2025-10-27,,Active,Financial Reconciliation,45,17377,19079,109.8,Order Processing,Maveric Systems,Egypt,Life Sciences,75760,Yes,No
